type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,duration_int
Movie,Inkheart,Iain Softley,Germany,2019-07-01,2008,PG,106 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",2019,7,1,106
Movie,Insan,K. Subhash,India,2018-03-01,2005,TV-14,141 min,"Action & Adventure, Dramas, International Movies",2018,3,1,141
Movie,Instructions Not Included,Eugenio Derbez,Mexico,2020-01-01,2013,PG-13,122 min,"Comedies, Dramas, International Movies",2020,1,1,122
Movie,Internet Famous,Michael Gallagher,United States,2016-07-21,2016,TV-14,87 min,Comedies,2016,7,21,87
Movie,Into the Forest,Patricia Rozema,Canada,2018-11-07,2015,R,102 min,"Dramas, International Movies, Sci-Fi & Fantasy",2018,11,7,102
Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Japan,2017-09-01,2004,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies",2017,9,1,88
Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Japan,2017-09-01,2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2017,9,1,99
Movie,Jack and the Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla",France,2017-02-08,2013,PG,93 min,"Children & Family Movies, Music & Musicals",2017,2,8,93
Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Japan,2017-09-01,2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",2017,9,1,99
Movie,Invictus,Clint Eastwood,United States,2019-11-01,2009,PG-13,134 min,"Dramas, Sports Movies",2019,11,1,134
Movie,Invisible Essence: The Little Prince,Charles Officer,Canada,2019-01-14,2018,TV-PG,91 min,Documentaries,2019,1,14,91
Movie,Inxeba,John Trengove,South Africa,2018-02-01,2017,TV-MA,88 min,"Dramas, Independent Movies, International Movies",2018,2,1,88
Movie,Iqbal,Nagesh Kukunoor,India,2018-03-01,2006,TV-Y7,127 min,"Dramas, Independent Movies, International Movies",2018,3,1,127
Movie,Irada Pakka,Kedar Shinde,India,2018-03-15,2010,TV-14,137 min,"Comedies, Dramas, International Movies",2018,3,15,137
Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,United States,2019-07-19,2018,TV-14,77 min,"Documentaries, Sports Movies",2019,7,19,77
Movie,Iron Man & Captain America: Heroes United,Leo Riley,United States,2014-10-12,2014,PG,71 min,"Children & Family Movies, Sci-Fi & Fantasy",2014,10,12,71
Movie,It's Fine,Ismail Farouk,Egypt,2019-05-03,2012,TV-14,101 min,"Comedies, International Movies, Music & Musicals",2019,5,3,101
Movie,Ishqedarriyaan,V. K. Prakash,India,2018-03-01,2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies",2018,3,1,130
Movie,Issaq,Manish Tiwary,India,2018-03-01,2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",2018,3,1,140
Movie,It Takes Two,Andy Tennant,United States,2019-11-20,1995,PG,101 min,"Children & Family Movies, Comedies",2019,11,20,101
Movie,It's Now or Never,Maria Ripoll,Spain,2016-03-01,2015,TV-MA,91 min,"Comedies, International Movies, Romantic Movies",2016,3,1,91
Movie,"It's Okay, Buddy",Hani Hamdi,Egypt,2019-06-06,2017,TV-14,84 min,"Comedies, International Movies, Music & Musicals",2019,6,6,84
Movie,Iverson,Zatella Beatty,United States,2016-04-01,2014,NR,88 min,"Documentaries, Sports Movies",2016,4,1,88
Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,India,2019-12-31,2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies",2019,12,31,163
Movie,Jack of all Trades,"Harvey Glazer, Stuart Stone",Canada,2019-07-16,2018,TV-MA,86 min,"Documentaries, Sports Movies",2019,7,16,86
TV Show,Jack Taylor,Stuart Orme,United States,2013-03-31,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2013,3,31,1
Movie,Jackie Brown,Quentin Tarantino,United States,2019-08-01,1997,R,154 min,"Dramas, Thrillers",2019,8,1,154
Movie,Jackpot,Dustin Nguyen,Vietnam,2018-10-06,2015,TV-14,92 min,"Comedies, Dramas, International Movies",2018,10,6,92
Movie,Jail,Madhur Bhandarkar,India,2019-12-31,2009,TV-14,132 min,"Dramas, International Movies",2019,12,31,132
Movie,Jal,Girish Malik,India,2017-10-15,2013,TV-14,132 min,"Dramas, Independent Movies, International Movies",2017,10,15,132
Movie,Jalpari: The Desert Mermaid,Nila Madhab Panda,India,2018-05-19,2012,TV-14,94 min,"Dramas, Independent Movies, International Movies",2018,5,19,94
Movie,Janaan,Azfar Jafri,Pakistan,2017-09-15,2016,TV-14,132 min,"Comedies, Dramas, International Movies",2017,9,15,132
Movie,Jay and Silent Bob Strike Back,Kevin Smith,United States,2019-01-01,2001,R,105 min,"Comedies, Cult Movies",2019,1,1,105
Movie,Jealousy and medicine,Janusz Majewski,Poland,2019-10-01,1973,TV-MA,97 min,"Dramas, International Movies, Romantic Movies",2019,10,1,97
Movie,Jeremy Scott: The People's Designer,Vlad Yudin,United States,2016-04-01,2015,PG-13,109 min,Documentaries,2016,4,1,109
Movie,Jersey Boys,Clint Eastwood,United States,2019-01-01,2014,R,134 min,"Dramas, Music & Musicals",2019,1,1,134
Movie,Jesus: Countdown to Calvary,Gerry Hoban,Ireland,2019-04-01,2018,TV-14,53 min,"Documentaries, Faith & Spirituality",2019,4,1,53
Movie,Jewel's Catch One,C. Fitz,United States,2018-05-01,2016,TV-MA,84 min,"Documentaries, LGBTQ Movies",2018,5,1,84
Movie,Jimi Hendrix,Joe Boyd,United States,2019-11-01,1973,R,102 min,"Documentaries, Music & Musicals",2019,11,1,102
Movie,Joe Cocker: Mad Dog with Soul,John Edginton,United Kingdom,2017-04-01,2017,TV-14,90 min,"Documentaries, International Movies, Music & Musicals",2017,4,1,90
Movie,John & Jane,Ashim Ahluwalia,India,2016-08-15,2005,TV-14,79 min,"Documentaries, International Movies",2016,8,15,79
Movie,John Carter,Andrew Stanton,United States,2019-05-02,2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy",2019,5,2,133
Movie,John Day,Ahishor Solomon,India,2019-12-31,2013,TV-MA,125 min,"International Movies, Thrillers",2019,12,31,125
Movie,Jonathan,Bill Oliver,United States,2019-04-16,2018,TV-MA,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",2019,4,16,101
TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,2016-08-25,2015,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy",2016,8,25,1
Movie,Jora 10 Numbaria,Amardeep Singh Gill,India,2018-01-01,2017,TV-MA,135 min,"Action & Adventure, International Movies",2018,1,1,135
Movie,Judwaa,David Dhawan,India,2019-12-31,1997,TV-14,133 min,"Comedies, International Movies, Romantic Movies",2019,12,31,133
Movie,Judy Moody and the Not Bummer Summer,John Schultz,United States,2019-08-08,2011,PG,91 min,"Children & Family Movies, Comedies",2019,8,8,91
Movie,Julie & Julia,Nora Ephron,United States,2021-01-01,2009,PG-13,123 min,"Comedies, Dramas",2021,1,1,123
Movie,Jumping the Broom,Salim Akil,United States,2020-11-01,2011,PG-13,113 min,"Comedies, Romantic Movies",2020,11,1,113
Movie,Junebug,Phil Morrison,United States,2019-03-01,2005,R,107 min,"Comedies, Dramas, Independent Movies",2019,3,1,107
TV Show,Origins Collection,Peter McDonnell,United States,2018-07-20,2018,TV-PG,3 Seasons,Docuseries,2018,7,20,3
Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski",United States,2019-08-01,2015,PG-13,128 min,"Action & Adventure, Sci-Fi & Fantasy",2019,8,1,128
Movie,Just Friends,Roger Kumble,Germany,2019-09-01,2005,PG-13,94 min,"Comedies, Romantic Movies",2019,9,1,94
Movie,"Justice, My Foot!",Johnnie To,Hong Kong,2018-08-31,1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",2018,8,31,95
Movie,Justin Bieber: Never Say Never,Jon M. Chu,United States,2018-01-01,2011,G,106 min,"Documentaries, Music & Musicals",2018,1,1,106
Movie,K-19: The Widowmaker,Kathryn Bigelow,United Kingdom,2019-11-21,2002,PG-13,138 min,"Action & Adventure, Dramas",2019,11,21,138
Movie,Kaabil,Sanjay Gupta,India,2017-06-25,2017,TV-14,139 min,"Dramas, International Movies",2017,6,25,139
Movie,Kaakan,Kranti Redkar,India,2018-03-01,2015,TV-PG,132 min,"Dramas, International Movies, Romantic Movies",2018,3,1,132
Movie,Kaalia,Tinnu Anand,India,2019-12-31,1981,TV-14,173 min,"Action & Adventure, Dramas, International Movies",2019,12,31,173
Movie,Kaaliyan,Jijo Pancode,India,2018-08-01,2017,TV-PG,105 min,"Dramas, International Movies",2018,8,1,105
Movie,Kabali (Hindi Version),Pa. Ranjith,India,2017-12-15,2016,TV-MA,148 min,"Action & Adventure, Dramas, International Movies",2017,12,15,148
Movie,Kacche Dhaagey,Buta Singh,India,2017-11-01,2016,TV-14,120 min,"Dramas, International Movies, Romantic Movies",2017,11,1,120
Movie,Kahlil Gibran's The Prophet,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha",United States,2017-10-01,2014,PG,85 min,"Children & Family Movies, Dramas",2017,10,1,85
Movie,Kajraare,Pooja Bhatt,India,2017-10-22,2010,TV-14,113 min,"Dramas, International Movies, Music & Musicals",2017,10,22,113
Movie,Kaleidoscope,Rupert Jones,United Kingdom,2018-05-08,2016,TV-MA,99 min,Thrillers,2018,5,8,99
Movie,Kalki,Dhilip Kumar,India,2018-03-01,2017,TV-14,41 min,"Dramas, Independent Movies, International Movies",2018,3,1,41
Movie,Karzzzz,Satish Kaushik,India,2017-10-22,2008,TV-14,137 min,"International Movies, Music & Musicals, Romantic Movies",2017,10,22,137
Movie,Kate & Leopold,James Mangold,United States,2020-01-01,2001,PG-13,118 min,"Comedies, Romantic Movies",2020,1,1,118
Movie,Katha,Sai Paranjape,India,2019-12-31,1982,TV-PG,140 min,"Comedies, Dramas, Independent Movies",2019,12,31,140
Movie,Katt Williams: Live,Alphonso J. Wesson,United States,2018-07-19,2006,NR,85 min,Stand-Up Comedy,2018,7,19,85
Movie,Kaviyude Osyath,Vineeth Anil,India,2018-07-01,2017,TV-14,116 min,"Dramas, International Movies",2018,7,1,116
Movie,Kay Dyache Bola,Chandrakant Kulkarni,India,2018-01-01,2005,TV-14,133 min,"Comedies, Dramas, International Movies",2018,1,1,133
TV Show,Ken Burns: The Civil War,Ken Burns,United States,2017-02-22,1990,TV-14,1 Season,Docuseries,2017,2,22,1
TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,United States,2017-02-22,2014,TV-PG,1 Season,Docuseries,2017,2,22,1
Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",United States,2018-10-01,2011,R,89 min,Stand-Up Comedy,2018,10,1,89
Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",United States,2018-07-13,2013,R,75 min,Stand-Up Comedy,2018,7,13,75
Movie,Kevin Hart: Seriously Funny,Shannon Hartman,United States,2018-10-01,2010,TV-MA,67 min,Stand-Up Comedy,2018,10,1,67
Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,United States,2019-01-01,2017,TV-MA,90 min,"Documentaries, LGBTQ Movies",2019,1,1,90
Movie,Khalnayak,Subhash Ghai,India,2018-03-01,1993,TV-14,170 min,"Action & Adventure, Dramas, International Movies",2018,3,1,170
Movie,Khosla Ka Ghosla,Dibakar Banerjee,India,2018-08-02,2006,TV-14,124 min,"Comedies, Dramas, International Movies",2018,8,2,124
Movie,Khubsoorat,Hrishikesh Mukherjee,India,2019-12-31,1980,TV-PG,120 min,"Classic Movies, Comedies, Dramas",2019,12,31,120
Movie,Khushi,"Surya S.J., Sunil Kumar Agrawal",India,2018-03-01,2003,TV-14,157 min,"Comedies, International Movies, Music & Musicals",2018,3,1,157
Movie,Kia and Cosmos,Sudipto Roy,India,2019-05-01,2018,TV-14,124 min,"Dramas, Independent Movies, International Movies",2019,5,1,124
Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,India,2017-11-17,2017,TV-Y7,65 min,Children & Family Movies,2017,11,17,65
Movie,Kickboxer: Retaliation,Dimitri Logothetis,United States,2018-04-26,2017,R,110 min,Action & Adventure,2018,4,26,110
Movie,Kickboxer: Vengeance,John Stockwell,United States,2016-12-08,2016,TV-MA,90 min,Action & Adventure,2016,12,8,90
Movie,Kicking and Screaming,Noah Baumbach,United States,2019-11-04,1995,R,97 min,"Comedies, Independent Movies, Romantic Movies",2019,11,4,97
Movie,Kid Kulafu,Paul Soriano,Philippines,2019-03-04,2015,TV-14,108 min,"Dramas, International Movies, Sports Movies",2019,3,4,108
Movie,Kidnapping Mr. Heineken,Daniel Alfredson,Netherlands,2017-09-08,2015,R,95 min,"Action & Adventure, Dramas, International Movies",2017,9,8,95
Movie,Kill Bill: Vol. 1,Quentin Tarantino,United States,2020-01-01,2003,R,111 min,Action & Adventure,2020,1,1,111
Movie,Kill Bill: Vol. 2,Quentin Tarantino,United States,2020-01-01,2004,R,137 min,Action & Adventure,2020,1,1,137
Movie,Kill Command,Steven Gomez,United Kingdom,2017-02-23,2016,TV-MA,100 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2017,2,23,100
Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,France,2019-05-01,2015,TV-14,53 min,"Documentaries, International Movies",2019,5,1,53
Movie,Kill Ratio,Paul Tanter,United States,2017-02-17,2016,TV-MA,87 min,Action & Adventure,2017,2,17,87
Movie,Kill the Irishman,Jonathan Hensleigh,United States,2020-08-21,2011,R,106 min,"Action & Adventure, Dramas, Independent Movies",2020,8,21,106
Movie,Killer Klowns from Outer Space,Stephen Chiodo,United States,2020-04-01,1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies",2020,4,1,86
Movie,Killers,Robert Luketic,United States,2021-01-01,2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies",2021,1,1,100
Movie,Kills on Wheels,Attila Till,Hungary,2018-03-15,2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",2018,3,15,103
Movie,Kilo Two Bravo,Paul Katis,United Kingdom,2019-03-01,2014,R,109 min,"Dramas, Independent Movies, Thrillers",2019,3,1,109
Movie,King Jack,Felix Thompson,United States,2016-07-01,2015,NR,81 min,"Dramas, Independent Movies",2016,7,1,81
Movie,King's Ransom,Jeffrey W. Byrd,United States,2019-11-01,2005,PG-13,98 min,"Action & Adventure, Comedies",2019,11,1,98
Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",United States,2020-01-01,1996,PG-13,114 min,"Comedies, Cult Movies, Sports Movies",2020,1,1,114
Movie,Kings,Deniz Gamze Ergüven,France,2018-10-29,2017,R,87 min,Dramas,2018,10,29,87
Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2017-11-01,2015,TV-PG,132 min,"Comedies, International Movies",2017,11,1,132
Movie,Kiss the Girls,Gary Fleder,United States,2020-01-01,1997,R,116 min,Thrillers,2020,1,1,116
Movie,KL Zombi,Woo Ming Jin,Malaysia,2017-08-21,2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",2017,8,21,92
Movie,Knock Knock,Eli Roth,United States,2020-11-01,2015,R,99 min,"Horror Movies, Thrillers",2020,11,1,99
Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",United States,2017-03-31,1945,TV-14,63 min,"Classic Movies, Documentaries",2017,3,31,63
Movie,Knowing,Alex Proyas,United States,2019-10-01,2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",2019,10,1,121
Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,United Kingdom,2017-03-01,2016,TV-G,56 min,Documentaries,2017,3,1,56
Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg",United Kingdom,2019-04-26,2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies",2019,4,26,96
Movie,Koshish,Gulzar,India,2019-12-31,1972,TV-14,115 min,"International Movies, Romantic Movies",2019,12,31,115
Movie,Kraftidioten,Hans Petter Moland,Norway,2017-01-05,2014,TV-MA,117 min,"Comedies, International Movies, Thrillers",2017,1,5,117
Movie,Krisha,Trey Edward Shults,United States,2018-11-07,2015,R,81 min,"Dramas, Independent Movies",2018,11,7,81
Movie,Kristy,Oliver Blackburn,United States,2015-10-31,2013,NR,85 min,Horror Movies,2015,10,31,85
Movie,Krystal,William H. Macy,United States,2019-01-01,2017,R,93 min,"Comedies, Dramas",2019,1,1,93
Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,India,2019-12-31,2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies",2019,12,31,126
Movie,Kung Fu Hustle,Stephen Chow,Hong Kong,2020-04-01,2004,R,99 min,"Action & Adventure, Comedies, Cult Movies",2020,4,1,99
Movie,Kung Fu Magoo,Andrés Couturier,Mexico,2018-08-01,2010,TV-Y7,79 min,"Children & Family Movies, Comedies",2018,8,1,79
Movie,Kung Fu Panda: Holiday,Tim Johnson,United States,2012-12-01,2010,TV-PG,26 min,"Children & Family Movies, Comedies",2012,12,1,26
Movie,Kung Fu Yoga,Stanley Tong,China,2017-10-06,2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",2017,10,6,107
Movie,Kurt & Courtney,Nick Broomfield,United Kingdom,2019-01-08,1998,R,95 min,"Documentaries, Music & Musicals",2019,1,8,95
Movie,Kurtulus Son Durak,Yusuf Pirhasan,Turkey,2017-03-10,2012,TV-MA,100 min,"Comedies, Dramas, International Movies",2017,3,10,100
Movie,Kya Kehna,Kundan Shah,India,2018-04-01,2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",2018,4,1,149
Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,United States,2018-03-12,2017,TV-MA,52 min,Music & Musicals,2018,3,12,52
Movie,Kyun! Ho Gaya Na,Samir Karnik,India,2018-03-01,2004,TV-PG,165 min,"International Movies, Romantic Movies",2018,3,1,165
Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",Argentina,2017-02-01,2016,TV-MA,104 min,"Comedies, International Movies",2017,2,1,104
Movie,La Bamba,Luis Valdez,United States,2020-01-01,1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals",2020,1,1,109
Movie,La Coppia dei Campioni,Giulio Base,Italy,2017-02-15,2016,TV-MA,88 min,"Comedies, International Movies",2017,2,15,88
TV Show,La Viuda Negra,Alejandro Lozano,Colombia,2019-01-15,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019,1,15,1
Movie,Laal Rang,Syed Ahmad Afzal,India,2018-03-01,2016,TV-14,143 min,"Dramas, International Movies, Thrillers",2018,3,1,143
Movie,Laddaland,Sopon Sukdapisit,Thailand,2018-09-07,2011,TV-MA,112 min,"Horror Movies, International Movies",2018,9,7,112
Movie,Lady Bloodfight,Chris Nahon,Hong Kong,2017-08-05,2016,R,101 min,Action & Adventure,2017,8,5,101
Movie,Lady in the Water,M. Night Shyamalan,United States,2019-07-01,2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers",2019,7,1,110
Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,India,2018-03-15,2010,TV-MA,145 min,"Dramas, International Movies",2018,3,15,145
Movie,Larceny,R. Ellis Frazier,United States,2017-09-15,2017,TV-14,87 min,Action & Adventure,2017,9,15,87
Movie,Last Ferry,Jaki Bradley,United States,2020-03-11,2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies",2020,3,11,86
Movie,Last Knights,Kazuaki Kiriya,United Kingdom,2019-08-01,2015,R,115 min,Action & Adventure,2019,8,1,115
Movie,Last Night,Massy Tadjedin,United States,2019-01-01,2010,R,93 min,"Dramas, Independent Movies, Romantic Movies",2019,1,1,93
Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",France,2018-05-01,2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies",2018,5,1,121
Movie,Le serment des Hitler,Emmanuel Amara,France,2019-05-01,2014,TV-PG,54 min,"Documentaries, International Movies",2019,5,1,54
Movie,Leap Year,Anand Tucker,United States,2019-11-15,2010,PG,100 min,"Comedies, Romantic Movies",2019,11,15,100
Movie,LeapFrog: Letter Factory,Roy Allen Smith,United States,2020-04-15,2003,TV-Y,37 min,Children & Family Movies,2020,4,15,37
Movie,LeapFrog: Numberland,Ron Myrick,United States,2020-04-15,2011,TV-Y,33 min,Movies,2020,4,15,33
Movie,LeapFrog: Phonics Farm,Ron Myrick,United States,2020-04-15,2011,TV-Y,35 min,Movies,2020,4,15,35
Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,United States,2020-04-15,2011,TV-Y,32 min,Children & Family Movies,2020,4,15,32
Movie,Lechmi,B.N. Shajeer Sha,India,2018-08-01,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies",2018,8,1,147
Movie,Left Behind,Vic Armstrong,United States,2018-12-26,2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",2018,12,26,110
Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,United States,2020-01-01,2010,PG,97 min,Children & Family Movies,2020,1,1,97
Movie,Legend of the Naga Pearls,Yang Lei,China,2018-03-30,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,3,30,108
Movie,Legendary Weapons of China,Chia-Liang Liu,Hong Kong,2018-08-16,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies",2018,8,16,101
Movie,Legion,Scott Stewart,United States,2019-11-01,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2019,11,1,100
TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",Denmark,2019-02-01,2018,TV-Y,1 Season,Kids' TV,2019,2,1,1
Movie,Secrets of Selfridges,Sam Taplin,United States,2017-04-22,2014,TV-PG,55 min,Documentaries,2017,4,22,55
Movie,Leo the Lion,Mario Cambi,United States,2015-12-20,2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies",2015,12,20,78
Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",France,2017-03-15,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies",2017,3,15,103
Movie,Let There Be Light,John Huston,United States,2017-03-31,1946,TV-PG,58 min,"Classic Movies, Documentaries",2017,3,31,58
TV Show,Leyla and Mecnun,Onur Ünlü,Turkey,2017-04-15,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",2017,4,15,3
Movie,Lez Bomb,Jenna Laurenzo,United States,2019-02-07,2018,TV-14,90 min,"Comedies, LGBTQ Movies",2019,2,7,90
Movie,Life After Beth,Jeff Baena,United States,2018-07-21,2014,R,89 min,"Comedies, Horror Movies, Independent Movies",2018,7,21,89
Movie,Life in the Doghouse,Ron Davis,United States,2019-06-01,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",2019,6,1,83
Movie,Lifechanger,Justin McConnell,Canada,2019-05-28,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",2019,5,28,84
Movie,Lifeline,Johnnie To,Hong Kong,2018-08-16,1997,TV-14,104 min,"Action & Adventure, International Movies",2018,8,16,104
Movie,Like Arrows,Kevin Peeples,United States,2019-05-06,2018,TV-PG,99 min,"Dramas, Faith & Spirituality",2019,5,6,99
Movie,Like Water for Chocolate,Alfonso Arau,Mexico,2019-11-01,1992,R,105 min,"Classic Movies, Dramas, International Movies",2019,11,1,105
Movie,Lila & Eve,Charles Stone III,United States,2016-02-06,2015,R,94 min,"Dramas, Thrillers",2016,2,6,94
Movie,Lincoln,Steven Spielberg,United States,2018-02-21,2012,PG-13,150 min,Dramas,2018,2,21,150
Movie,Lion's Heart,Karim El Sobky,Egypt,2019-05-09,2013,TV-14,111 min,"Action & Adventure, International Movies",2019,5,9,111
Movie,Little Dragon Maiden,Hua Shan,Hong Kong,2018-08-01,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies",2018,8,1,92
Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,Australia,2018-03-15,2016,TV-Y7,23 min,"Children & Family Movies, Comedies",2018,3,15,23
Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,Australia,2018-03-15,2016,TV-Y7,25 min,"Children & Family Movies, Comedies",2018,3,15,25
Movie,Little Men,Ira Sachs,United States,2017-01-12,2016,PG,85 min,"Dramas, Independent Movies",2017,1,12,85
Movie,Little Nicky,Steve Brill,United States,2020-12-01,2000,PG-13,90 min,Comedies,2020,12,1,90
Movie,Little Sister,Zach Clark,United States,2017-01-14,2016,NR,91 min,"Comedies, Dramas, Independent Movies",2017,1,14,91
Movie,Lizzie Borden Took an Ax,Nick Gomez,United States,2016-07-25,2014,TV-14,87 min,Thrillers,2016,7,25,87
Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,United States,2016-12-23,2016,PG-13,98 min,Documentaries,2016,12,23,98
Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,United Kingdom,2019-01-01,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies",2019,1,1,108
Movie,Locke,Steven Knight,United Kingdom,2018-07-15,2013,R,85 min,"Dramas, Independent Movies",2018,7,15,85
Movie,Lockout,"James Mather, Steve Saint Leger",France,2020-05-07,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2020,5,7,95
Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",Mexico,2017-07-30,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",2017,7,30,103
Movie,Miss Sharon Jones!,Barbara Kopple,United States,2017-01-07,2015,TV-MA,94 min,"Documentaries, Music & Musicals",2017,1,7,94
Movie,Logan's Run,Michael Anderson,United States,2019-11-01,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",2019,11,1,118
Movie,Lolita,Stanley Kubrick,United Kingdom,2019-11-01,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",2019,11,1,153
TV Show,London Spy,Jakob Verbruggen,United Kingdom,2017-03-31,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2017,3,31,1
Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",Canada,2017-11-12,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",2017,11,12,96
Movie,"Look Out, Officer",Sze Yu Lau,Hong Kong,2018-08-16,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies",2018,8,16,88
Movie,Look Who's Back,David Wnendt,Germany,2016-04-09,2015,NR,116 min,"Comedies, International Movies",2016,4,9,116
Movie,Lorai: Play to Live,Parambrata Chatterjee,India,2017-09-01,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",2017,9,1,155
TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,Colombia,2018-08-01,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2018,8,1,1
Movie,Losing Sight of Shore,Sarah Moshman,United States,2017-05-01,2017,TV-14,92 min,"Documentaries, Sports Movies",2017,5,1,92
Movie,Love Dot Com: The Social Experiment,Charneice Fox,United States,2020-02-17,2019,TV-MA,98 min,"Comedies, Romantic Movies",2020,2,17,98
Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,2018-08-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",2018,8,1,103
